						y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72
YOR064C	YNG1	biological_process_unknown_	molecular_function_unknown_	None	None	0.585	0.515	0.49	0.601	0.61	0.768	0.684	0.588	0.526	0.837	0.463	0.64	0.63	1.026	0.631	0.497	0.982	0.956
YOR065W	CYT1	oxidative_phosphorylation_	cytochrome_c1_	None	None	0.563	0.604	0.973	0.841	0.755	0.731	0.741	Null	0.463	0.665	0.572	0.64	0.589	0.715	0.75	0.454	0.772	0.697
YOR066W	None	biological_process_unknown_	molecular_function_unknown_	M/G1	None	0.573	0.57	0.691	0.472	0.328	0.4	0.276	0.442	0.628	2.101	1.197	1.054	0.56	0.749	0.432	0.321	0.819	0.993
YOR067C	ALG8	oligosaccharide-lipid_intermediate_assembly_	oligosaccharyl_transferase_	None	None	0.677	0.364	0.5	0.618	0.744	0.779	0.79	0.564	0.537	0.668	0.591	0.703	0.697	0.83	0.908	0.498	0.901	0.629
YOR068C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.815	0.576	0.599	0.683	0.659	0.82	0.722	0.745	0.588	0.987	0.596	0.839	0.672	1.072	0.614	0.57	1.005	0.573
YOR069W	VPS5	biological_process_unknown_	molecular_function_unknown_	None	None	0.837	0.518	0.654	0.803	0.94	1.051	0.79	0.771	0.582	0.994	0.7	0.866	0.676	0.934	0.87	0.66	1.027	0.979
YOR070C	GYP1	biological_process_unknown_	molecular_function_unknown_	None	None	0.592	0.483	0.366	0.542	0.57	0.737	0.678	0.596	0.54	0.813	0.448	0.809	0.667	0.751	0.58	0.584	0.798	0.689
YOR071C	None	transport_	molecular_function_unknown_	None	None	0.79	0.492	0.549	0.698	0.646	0.656	0.641	0.604	0.538	0.656	0.573	0.645	0.677	1.073	0.718	0.546	0.616	0.552
YOR072W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.562	0.626	0.577	0.48	0.526	0.778	0.599	0.608	0.453	0.878	0.474	Null	0.654	Null	Null	0.492	0.911	0.514
YOR073W	None	biological_process_unknown_	molecular_function_unknown_	S	None	0.532	0.462	0.491	0.989	0.931	1.217	1.009	0.973	0.617	0.663	0.557	0.866	0.81	1.132	1.184	0.901	0.944	0.658
YOR074C	CDC21	DNA_dependent_DNA_replication*_	thymidylate_synthase_	G1	G1	0.261	0.46	0.832	1.253	1.389	1.093	0.816	0.412	0.309	0.622	0.466	1.664	1.069	1.131	0.508	0.488	0.555	0.388
YOR075W	UFE1	non-selective_vesicle_fusion*_	t-SNARE_	G1	None	1.357	0.859	1.054	1.426	1.344	1.388	1.137	1.201	0.806	0.988	1.037	1.272	0.912	1.473	1.204	0.96	1.063	0.918
YOR078W	BUD21	biological_process_unknown_	molecular_function_unknown_	None	None	0.663	0.509	0.318	0.557	0.474	0.792	0.64	0.714	0.509	0.734	0.415	0.711	0.703	0.775	0.498	0.529	0.866	0.653
YOR079C	ATX2	oxidative_stress_response_	molecular_function_unknown_	None	None	1.175	0.633	0.719	0.839	0.951	1.157	0.956	0.95	0.728	0.804	0.709	0.828	0.783	1.342	1.072	0.78	0.957	Null
YOR080W	DIA2	invasive_growth_	molecular_function_unknown_	None	None	0.856	Null	0.537	0.631	0.707	0.729	0.734	0.829	0.645	0.801	0.515	0.898	0.724	0.92	Null	0.648	0.75	0.68
YOR081C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.838	0.54	0.5	0.677	0.751	0.723	0.686	0.558	0.505	0.625	0.68	0.825	0.704	1.002	1.097	0.713	0.625	Null
YOR082C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.558	0.414	0.5	0.68	0.711	0.867	0.758	0.723	0.447	0.748	0.455	0.785	0.671	1.025	0.735	0.533	0.896	0.879
YOR083W	None	biological_process_unknown_	molecular_function_unknown_	G1	None	Null	Null	0.421	0.683	0.848	1.02	0.746	0.555	0.398	0.63	0.495	0.744	0.631	Null	0.929	0.68	0.984	0.828
YOR084W	None	biological_process_unknown_	molecular_function_unknown_	G1	None	0.415	Null	0.505	0.602	0.796	0.698	0.722	0.475	0.391	Null	0.463	0.711	0.773	1.089	0.762	0.478	0.831	Null
YOR085W	OST3	protein_glycosylation_	dolichyl-diphosphooligosaccharide-protein_glycosyltransferase_	None	None	0.66	0.399	0.608	0.72	0.807	0.987	0.979	0.676	0.629	0.789	0.71	0.712	0.758	1.014	1.049	0.56	1.09	0.593
YOR086C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.689	0.545	0.637	0.758	0.762	Null	0.693	0.566	0.508	0.757	0.545	0.871	0.741	1.066	0.769	0.622	0.877	0.705
YOR087W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.723	0.495	0.652	0.647	0.689	0.929	0.822	0.792	0.572	0.863	0.61	0.777	0.607	0.885	0.896	0.616	1.03	0.834
YOR088W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.672	0.6	0.607	0.541	0.612	0.694	0.8	0.656	0.589	0.85	0.564	0.79	0.719	0.961	0.818	0.535	0.983	0.804
YOR089C	VPS21	endocytosis_	molecular_function_unknown_	None	None	0.897	0.577	0.63	0.749	0.618	1.129	0.772	0.8	0.62	0.857	0.622	0.782	0.663	0.956	0.961	0.616	1.193	0.883
YOR090C	PTC5	biological_process_unknown_	protein_phosphatase_type_2C_	None	None	0.739	0.619	0.601	0.604	0.7	0.646	0.69	0.613	0.52	0.913	0.522	0.805	0.699	1.012	0.792	0.609	1.012	0.747
YOR091W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.699	0.32	0.411	0.674	0.697	1.09	0.792	0.949	0.673	1.053	0.657	0.893	0.659	1.086	0.827	0.613	1.255	0.905
YOR092W	ECM3	biological_process_unknown_	molecular_function_unknown_	None	None	0.834	0.668	0.77	0.726	0.911	0.726	0.946	0.647	0.663	0.894	0.616	0.775	0.816	1.229	0.908	0.519	0.97	0.708
YOR093C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.557	Null	0.509	0.71	0.58	0.913	0.581	0.856	0.627	0.778	0.633	0.764	0.572	1.151	1.137	0.667	1.035	Null
YOR095C	RKI1	biological_process_unknown_	molecular_function_unknown_	None	None	1.177	0.46	0.439	0.557	0.712	0.733	0.677	Null	0.775	0.882	0.837	0.859	0.816	1.096	0.987	0.649	0.911	0.743
YOR096W	RPS7A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.962	0.731	0.487	0.824	0.596	0.853	0.786	0.865	0.734	0.979	0.744	0.912	0.887	1.146	1.222	Null	1.184	0.859
YOR097C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.852	0.727	0.699	1.358	0.898	0.865	0.703	0.87	0.721	0.797	Null	0.725	0.709	0.897	0.913	0.656	0.746	Null
YOR098C	NUP1	mRNA-nucleus_export*_	structural_protein_	None	None	0.774	0.672	0.403	Null	0.586	0.518	0.764	0.646	0.757	0.871	0.617	0.952	0.794	3.919	0.92	Null	0.863	0.748
YOR099W	KTR1	O-linked_glycosylation*_	"alpha-1,2-mannosyltransferase_"	None	None	0.664	0.441	0.649	0.921	0.922	1.037	0.823	0.835	0.605	0.674	0.707	0.786	0.857	1.13	1.167	0.712	0.991	0.462
YOR101W	RAS1	RAS_protein_signal_transduction*_	RAS_small_monomeric_GTPase_	None	None	0.812	0.359	0.306	0.484	0.805	0.71	0.626	0.816	0.678	0.801	0.692	0.705	0.717	1.209	0.9	0.664	1.026	Null
YOR102W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.726	0.623	0.409	0.797	0.677	0.99	0.742	0.759	0.548	0.644	0.362	0.74	0.818	Null	0.735	0.486	0.986	0.57
YOR103C	OST2	biological_process_unknown_	dolichyl-diphosphooligosaccharide-protein_glycosyltransferase_	None	None	0.846	Null	0.72	0.938	0.878	1.011	0.775	0.909	0.622	0.759	0.505	0.785	0.831	1.324	1.052	0.716	1.042	0.53
YOR104W	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	0.904	0.547	0.415	0.63	0.596	0.885	0.742	0.901	0.703	0.835	0.364	0.809	0.759	Null	0.763	0.651	1.191	0.795
YOR106W	VAM3	non-selective_vesicle_fusion*_	t-SNARE_	None	None	0.891	0.578	0.595	0.676	0.761	0.673	0.699	0.709	0.598	0.884	0.599	0.843	0.766	1.151	0.735	0.564	1.038	0.969
YOR108W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.012	0.571	0.729	0.761	1.011	0.742	0.903	0.696	0.703	0.845	0.642	0.903	0.884	1.353	1.061	0.705	1.12	0.819
YOR109W	INP53	biological_process_unknown_	"inositol-1,4,5-triphosphate_5-phosphatase_"	None	None	0.818	0.406	0.668	0.74	1.065	0.693	0.761	0.7	0.596	0.865	0.964	0.891	0.748	1.115	1.144	0.601	1.175	0.782
YOR110W	TFC7	transcription_initiation_from_Pol_III_promoter_	RNA_polymerase_III_transcription_factor_	None	None	0.708	0.578	0.789	0.764	0.833	0.786	0.737	0.73	0.649	0.812	0.595	0.997	0.825	1.305	0.852	0.536	1.186	0.739
YOR111W	None	biological_process_unknown_	molecular_function_unknown*_	None	None	0.758	0.639	1.071	1.145	1.046	0.697	0.797	0.776	0.62	1.035	0.71	1.098	0.831	1.099	0.897	0.622	0.976	0.93
YOR112W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.56	0.416	0.562	0.681	0.896	0.676	0.82	0.62	0.534	0.81	0.573	0.981	0.81	0.994	0.977	0.67	0.954	0.876
YOR113W	AZF1	biological_process_unknown_	molecular_function_unknown_	None	None	0.547	0.509	0.629	0.656	0.859	0.76	0.611	0.71	0.584	0.913	0.753	0.986	0.69	1.171	0.988	0.667	1.117	Null
YOR114W	None	biological_process_unknown_	molecular_function_unknown_	G1	None	0.601	0.524	0.687	1.096	0.894	0.974	0.682	0.696	0.46	0.774	0.551	1.029	0.862	1.091	0.923	0.631	1.139	1.102
YOR115C	TRS33	biological_process_unknown_	molecular_function_unknown_	G1	None	0.794	0.484	0.718	0.884	0.871	0.583	0.66	0.665	0.575	0.74	0.648	0.883	0.773	0.906	0.912	0.53	0.895	Null
YOR116C	RPO31	transcription_from_Pol_III_promoter_	DNA-directed_RNA_polymerase_III_	None	None	0.903	0.32	0.53	0.687	0.97	1.181	0.707	0.964	0.732	0.992	0.881	0.897	0.669	1.321	0.916	0.719	1.21	0.73
YOR117W	RPT5	ubiquitin-dependent_protein_degradation_	adenosinetriphosphatase*_	None	None	0.889	0.554	0.879	0.822	0.894	0.63	0.785	0.925	0.774	1.002	0.856	0.971	0.741	0.881	0.965	0.608	1.058	0.83
YOR118W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.696	Null	0.334	0.616	0.577	0.592	0.679	0.685	0.579	0.751	0.49	0.792	0.728	0.637	0.632	0.522	0.873	0.659
YOR119C	RIO1	biological_process_unknown_	molecular_function_unknown_	None	None	0.787	0.322	0.394	0.571	0.791	0.736	0.66	0.967	0.811	0.778	Null	0.736	0.766	1.147	0.856	0.65	1.099	0.59
YOR120W	GCY1	biological_process_unknown_	molecular_function_unknown_	None	None	0.937	0.899	0.934	1.059	0.644	0.846	0.691	0.755	0.638	0.796	0.507	0.857	0.765	Null	0.658	0.578	0.629	0.647
YOR122C	PFY1	osmotic_response*_	actin_monomer_binding_	None	None	0.866	0.841	0.692	0.935	0.789	0.957	0.792	0.769	0.631	1.022	0.641	0.929	0.76	1.325	0.856	0.555	0.901	0.608
YOR123C	LEO1	biological_process_unknown_	molecular_function_unknown_	None	None	0.791	1.111	0.389	0.582	0.694	0.641	0.721	0.63	0.674	0.904	0.647	0.892	0.824	Null	0.679	0.642	0.822	0.603
YOR124C	UBP2	deubiquitylation_	ubiquitin-specific_protease_	None	None	0.838	0.554	0.844	0.841	0.822	0.848	0.718	0.723	0.643	0.918	0.634	0.962	0.722	1.168	0.85	0.573	1.051	0.772
YOR125C	CAT5	ubiquinone_metabolism_	molecular_function_unknown_	None	None	0.823	Null	0.55	0.601	0.67	0.822	0.764	0.741	0.616	0.696	0.545	0.877	0.798	Null	0.662	0.501	0.918	0.568
YOR126C	IAH1	biological_process_unknown_	molecular_function_unknown_	M/G1	None	0.821	0.587	0.541	0.673	0.698	0.655	0.953	0.421	0.489	Null	0.546	0.973	0.606	0.93	0.56	0.413	0.753	0.655
YOR128C	ADE2	biological_process_unknown_	phosphoribosylaminoimidazole_carboxylase_	None	None	0.587	2.109	0.926	0.527	0.445	0.677	0.703	0.629	0.67	0.893	0.504	0.81	0.53	1.187	0.802	0.643	0.856	0.662
YOR130C	ORT1	nuclear_migration_(sensu_Saccharomyces)*_	ornithine_transporter_	None	None	1.987	1.368	1.28	1.123	0.925	0.77	0.819	0.647	0.641	Null	0.605	0.836	0.816	Null	0.856	0.625	1.042	0.905
YOR131C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.859	0.616	0.995	0.905	Null	0.579	0.666	0.707	0.578	0.82	0.454	0.915	0.714	0.89	0.799	0.654	0.91	0.815
YOR132W	VPS17	biological_process_unknown_	molecular_function_unknown_	None	None	0.824	0.8	0.98	1.05	0.918	0.779	0.73	0.585	0.567	0.997	0.708	1.106	0.875	1.074	0.839	0.608	1.073	0.855
YOR133W	EFT1	protein_synthesis_elongation_	translation_elongation_factor_	None	None	1.12	0.463	0.874	0.796	1.117	0.775	0.78	0.98	0.833	1.308	1.298	1.227	0.887	1.465	1.441	1.022	1.161	0.734
YOR135C	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.027	0.767	0.789	1.111	1.494	1.344	1.576	1.339	1.075	1.394	1.126	1.214	1.027	1.329	1.288	0.715	1.342	0.779
YOR136W	IDH2	tricarboxylic_acid_cycle*_	isocitrate_dehydrogenase_(NAD+)_	None	None	1.036	0.666	0.908	Null	1.619	1.471	1.608	1.156	1.006	1.797	0.981	1.303	0.889	1.275	1.05	0.644	0.993	0.707
YOR137C	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.691	1.477	1.08	1.061	0.863	1.011	1.158	1.118	0.809	1.063	0.605	0.81	0.775	0.977	0.831	0.63	1.464	0.941
YOR138C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.643	0.455	0.669	0.597	0.78	0.624	0.817	Null	0.596	0.975	0.636	1.167	0.675	1.147	0.782	0.592	0.793	0.965
YOR139C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.708	Null	0.394	0.46	0.626	0.614	0.657	0.689	0.487	0.766	0.519	0.853	0.697	1.111	0.636	0.59	0.993	1.011
YOR140W	SFL1	biological_process_unknown_	transcription_factor_	None	None	0.559	0.422	0.384	0.547	0.584	0.588	0.649	Null	0.494	0.85	0.516	0.995	0.56	Null	0.695	0.598	0.849	Null
YOR141C	ARP8	biological_process_unknown_	molecular_function_unknown_	None	None	0.655	0.384	0.523	0.498	0.702	0.62	0.8	0.649	0.62	0.881	0.728	1.057	0.735	1.137	0.739	0.7	1.045	0.846
YOR142W	LSC1	tricarboxylic_acid_cycle*_	succinate--CoA_ligase_(ADP-forming)_	None	None	0.762	0.826	0.736	0.9	0.719	0.896	0.73	0.786	0.579	Null	0.675	1.045	0.743	1.266	0.769	0.616	0.964	0.711
YOR143C	THI80	vitamin_B1_biosynthesis_	thiamine_pyrophosphokinase_	None	None	0.779	Null	0.577	Null	0.599	0.801	0.661	0.788	0.606	0.838	0.52	0.762	0.713	0.949	0.597	0.598	0.916	0.625
YOR144C	EFD1	biological_process_unknown_	molecular_function_unknown_	G1	None	0.474	0.504	0.705	1.065	0.77	0.734	0.708	Null	0.453	Null	0.676	Null	0.784	1.183	0.512	0.54	0.676	0.529
YOR145C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.787	0.38	0.298	0.476	0.638	0.824	0.79	0.922	0.752	0.867	0.489	0.769	0.759	0.883	0.708	0.593	1.137	0.65
YOR146W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.73	0.264	0.275	0.528	Null	0.78	0.728	0.66	0.667	0.802	0.489	0.856	0.698	1.445	0.599	0.592	0.868	0.797
YOR147W	None	biological_process_unknown_	molecular_function_unknown_	None	None	Null	0.763	0.436	Null	0.658	0.669	0.723	0.686	0.643	0.813	0.539	0.757	0.755	1.012	0.712	0.532	0.878	0.583
YOR148C	SPP2	mRNA_splicing_	molecular_function_unknown_	None	None	0.684	0.67	0.501	0.662	Null	0.854	0.726	0.677	0.575	0.854	0.447	0.989	0.664	1.206	0.662	0.607	0.939	0.687
YOR149C	SMP3	plasmid_maintenance_	molecular_function_unknown_	None	None	0.956	0.626	0.978	0.787	0.93	1.057	0.844	0.844	0.692	0.782	0.613	0.879	0.967	1.073	0.835	0.635	1.148	0.675
YOR150W	MRPL23	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	0.751	0.626	0.593	0.661	Null	0.839	0.696	0.727	0.582	Null	0.527	0.834	0.807	0.905	0.65	0.547	0.968	0.609
YOR151C	RPB2	transcription_from_Pol_II_promoter_	DNA-directed_RNA_polymerase_II_	None	None	0.701	0.566	0.409	0.621	0.675	0.747	0.777	0.635	0.689	0.865	0.635	0.99	0.744	1.225	0.967	0.775	0.927	0.766
YOR152C	None	biological_process_unknown_	molecular_function_unknown_	S/G2	None	0.723	0.646	0.487	0.485	0.659	0.989	0.883	0.918	0.646	Null	0.377	Null	0.585	0.997	0.733	0.537	1.089	0.632
YOR153W	PDR5	biological_process_unknown_	transporter_	G2/M	None	0.602	0.367	0.311	0.334	0.469	0.695	0.796	0.813	0.675	0.777	0.507	0.647	0.476	0.858	0.925	1.016	1.067	0.915
YOR154W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.791	0.375	0.501	0.669	Null	0.715	0.719	0.592	0.532	0.9	0.547	0.945	0.677	Null	0.603	0.515	1.002	Null
YOR155C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.804	0.584	0.709	0.605	0.669	0.502	0.535	0.461	0.438	0.608	0.579	0.807	0.691	Null	0.638	0.506	0.85	0.782
YOR156C	NFI1	biological_process_unknown_	molecular_function_unknown_	None	None	0.638	0.394	0.54	0.523	0.623	0.413	0.581	Null	0.452	0.672	0.501	1.008	0.646	Null	0.776	0.559	0.679	0.98
YOR157C	PUP1	ubiquitin-dependent_protein_degradation_	multicatalytic_endopeptidase_	None	None	0.784	0.535	0.68	0.725	0.799	0.658	0.888	0.682	0.666	0.865	0.707	0.819	0.719	0.828	0.879	0.599	1.025	0.661
YOR158W	PET123	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.655	0.473	0.619	0.551	0.569	0.566	0.738	Null	0.582	0.9	0.591	0.825	0.669	Null	0.681	0.434	0.74	0.88
YOR159C	SME1	mRNA_splicing_	molecular_function_unknown_	None	None	0.735	0.429	0.544	0.575	0.756	0.734	0.741	0.661	0.597	0.723	0.56	0.69	0.718	0.904	0.782	0.584	1.041	0.789
YOR161C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.351	0.621	0.522	0.256	0.353	0.315	0.359	0.349	0.28	Null	0.273	0.357	0.385	Null	0.414	0.291	0.624	0.524
YOR162C	YRR1	transport_	molecular_function_unknown_	None	None	0.672	0.453	0.554	0.558	0.72	0.613	0.657	Null	0.528	0.979	0.531	0.838	0.522	0.85	0.68	0.538	0.899	1.055
YOR163W	DDP1	biological_process_unknown_	molecular_function_unknown_	None	None	0.776	0.483	0.573	0.612	0.631	0.725	0.702	0.633	0.559	0.679	0.545	0.747	0.697	0.905	0.804	0.476	0.99	0.724
YOR164C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.774	0.58	0.571	0.625	0.75	0.729	0.783	0.638	0.607	0.837	0.578	0.818	0.634	0.842	0.809	0.501	1.04	0.769
YOR165W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.725	0.471	0.57	0.645	0.827	0.998	0.9	0.835	0.652	0.874	0.639	0.914	0.723	1.136	0.929	0.715	1.206	0.8
YOR166C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.729	0.614	0.542	0.706	0.664	0.793	0.772	0.761	0.638	Null	0.528	0.887	0.709	1.237	0.648	0.542	0.941	0.75
YOR167C	RPS28A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	1.046	0.604	0.586	0.814	0.801	0.872	0.826	0.761	0.732	0.91	0.801	0.802	0.96	1.045	1.168	0.623	1.332	0.682
YOR168W	GLN4	biological_process_unknown_	glutamine--tRNA_ligase_	None	None	0.834	0.518	0.466	0.619	0.654	0.68	0.702	0.726	0.726	1.236	0.756	1.133	0.79	1.287	0.838	0.672	0.854	0.782
YOR169C	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.025	0.484	0.486	0.649	0.68	0.81	0.764	0.785	0.808	1.019	0.813	1.068	0.907	1.211	0.939	0.704	1.038	0.793
YOR170W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.652	0.607	0.452	0.643	0.691	0.834	0.747	0.835	0.718	1.305	0.616	1.009	0.731	0.886	0.722	0.577	0.939	0.744
YOR171C	LCB4	sphingolipid_metabolism_	molecular_function_unknown_	None	None	0.755	0.582	0.426	0.7	0.676	0.82	0.851	0.93	0.8	0.891	0.67	0.957	0.742	0.914	0.764	0.689	1.13	0.77
YOR172W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.691	0.41	0.584	0.666	Null	0.925	0.681	0.897	0.686	0.802	0.71	0.969	0.635	1.187	0.965	0.757	1.149	0.892
YOR174W	MED4	transcription_from_Pol_II_promoter_	RNA_polymerase_II_transcription_mediator_	None	None	0.928	0.358	0.649	0.568	Null	0.814	0.612	0.611	0.641	0.643	0.642	0.793	0.66	1.149	0.813	0.501	0.895	0.589
YOR175C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.535	0.365	0.348	0.402	0.481	0.512	0.526	0.469	0.378	0.463	0.431	0.679	0.644	0.859	0.681	0.532	0.666	0.479
YOR176W	HEM15	biological_process_unknown_	ferrochelatase_	G1	None	0.686	0.766	0.645	1.038	0.869	1.013	0.65	0.683	0.406	0.758	0.445	0.898	0.825	0.996	0.736	0.493	0.823	0.535
YOR179C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.924	0.616	Null	0.648	0.734	0.73	0.682	0.711	0.545	0.837	0.559	Null	0.615	1.039	0.582	0.571	1.107	1.112
YOR180C	DCI1	fatty_acid_beta-oxidation_	dodecenoyl-CoA_delta-isomerase_	None	None	0.813	0.688	0.644	0.73	0.795	Null	0.785	0.805	0.562	0.831	0.498	0.833	0.631	0.993	0.736	0.581	1.096	1.033
YOR181W	LAS17	cytokinesis*_	cytoskeletal_protein_binding_protein_	None	None	0.792	0.797	0.731	0.813	0.792	0.916	0.803	0.793	0.581	0.91	0.563	0.865	0.644	1	0.772	0.675	1.138	0.732
YOR182C	RPS30B	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.883	0.62	0.641	0.665	0.701	Null	0.708	0.811	0.601	0.969	0.505	0.842	0.697	1.078	0.767	0.585	1.152	1.018
YOR184W	SER1	biological_process_unknown_	phosphoserine_aminotransferase_	None	None	0.839	0.826	1.092	1.015	0.997	0.841	0.966	0.669	0.819	1.179	0.807	1.007	0.842	1.081	1.013	0.672	1.203	0.822
YOR185C	GSP2	biological_process_unknown_	molecular_function_unknown_	None	None	0.965	0.771	0.808	0.862	1.008	1.119	0.922	0.873	0.673	0.888	0.721	0.778	0.863	1.025	1.093	0.606	1.294	0.776
YOR186W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.928	0.856	0.852	1.052	0.812	1.218	1.174	Null	0.7	1.051	0.639	1.197	0.758	1.303	0.781	0.694	1.292	1.115
YOR187W	TUF1	biological_process_unknown_	molecular_function_unknown_	None	None	0.838	0.679	0.817	0.989	1.073	1.398	0.986	0.929	0.624	0.848	0.694	0.913	0.84	1.064	1.054	0.615	1.223	0.63
YOR188W	MSB1	establishment_of_cell_polarity_(sensu_Saccharomyces)_	molecular_function_unknown_	S	None	0.712	Null	0.404	0.528	0.832	0.718	0.876	Null	0.547	0.726	0.43	0.842	0.719	1.18	0.789	Null	0.912	0.869
YOR189W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.779	0.573	0.664	0.687	0.819	1.169	0.836	0.864	0.618	0.86	0.638	0.902	0.727	1.02	0.802	0.648	1.239	0.764
YOR190W	SPR1	biological_process_unknown_	"glucan_1,3-beta-glucosidase_"	None	None	0.728	0.689	0.505	0.527	0.735	0.983	0.645	0.746	0.406	0.874	0.509	0.996	0.886	1.189	0.508	0.738	1.019	0.611
YOR191W	RIS1	biological_process_unknown_	molecular_function_unknown_	None	None	0.729	0.597	0.426	0.579	0.68	0.62	0.66	0.724	Null	0.793	0.77	0.955	0.773	1.062	0.943	0.74	0.933	0.68
YOR193W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.395	0.958	0.874	1.064	0.841	0.784	0.763	0.772	0.699	0.805	0.603	0.854	0.862	0.843	0.851	0.628	0.955	0.634
YOR194C	TOA1	transcription_initiation_from_Pol_II_promoter_	general_RNA_polymerase_II_transcription_factor_	None	None	0.622	0.656	0.504	0.809	0.646	0.809	0.565	0.663	0.561	1.067	0.552	1.065	0.762	0.781	0.636	0.633	0.956	0.702
YOR195W	SLK19	meiosis*_	molecular_function_unknown_	G1	None	0.671	0.508	0.599	1.12	1.011	1.156	0.866	0.875	0.498	0.685	0.618	1.21	0.867	1.101	0.911	0.756	0.804	0.576
YOR196C	LIP5	fatty_acid_metabolism_	molecular_function_unknown_	None	None	Null	0.708	0.431	0.538	0.605	0.833	0.51	0.803	0.52	0.951	0.448	0.829	0.735	0.703	0.517	0.565	1.017	0.611
YOR198C	BFR1	cytokinesis*_	molecular_function_unknown_	None	None	0.851	1.301	0.604	1.014	0.86	1.174	0.855	1.053	0.705	1.278	0.659	1.198	0.796	1.183	0.849	0.686	1.135	0.892
